X,CH1,Start,Increment,
Sequence,Volt,-5.990000e+00,1.000000e-02
0,-2.80e-02,
1,-1.04e-01,
2,-1.00e-01,
3,-1.60e-02,
4,-2.00e-02,
5,-1.12e-01,
6,-1.04e-01,
7,-2.80e-02,
8,-1.60e-02,
9,-1.16e-01,
10,-3.20e-02,
11,-1.04e-01,
12,-2.40e-02,
13,-9.60e-02,
14,-1.08e-01,
15,-3.20e-02,
16,-9.20e-02,
17,-2.80e-02,
18,-1.04e-01,
19,-2.40e-02,
20,-3.20e-02,
21,-1.08e-01,
22,-1.08e-01,
23,-2.80e-02,
24,-1.12e-01,
25,-2.00e-02,
26,-1.00e-01,
27,-2.40e-02,
28,-2.80e-02,
29,-1.08e-01,
30,-1.00e-01,
31,-2.40e-02,
32,-1.04e-01,
33,-3.20e-02,
34,-4.00e-02,
35,-1.04e-01,
36,-2.80e-02,
37,-1.04e-01,
38,-3.20e-02,
39,-1.00e-01,
40,-1.00e-01,
41,-2.80e-02,
42,-9.60e-02,
43,-2.80e-02,
44,-1.00e-01,
45,-2.80e-02,
46,-1.00e-01,
47,-2.40e-02,
48,-2.40e-02,
49,-1.12e-01,
50,-1.04e-01,
51,-2.40e-02,
52,-2.80e-02,
53,-1.00e-01,
54,-3.20e-02,
55,-9.60e-02,
56,-1.08e-01,
57,-1.20e-02,
58,-1.16e-01,
59,-2.80e-02,
60,-1.08e-01,
61,-3.20e-02,
62,-2.00e-02,
63,-1.24e-01,
64,-1.00e-01,
65,-2.40e-02,
66,-1.08e-01,
67,-2.40e-02,
68,-1.04e-01,
69,-2.40e-02,
70,-2.40e-02,
71,-1.04e-01,
72,-2.80e-02,
73,-1.04e-01,
74,-2.80e-02,
75,-1.08e-01,
76,-3.60e-02,
77,-1.04e-01,
78,-2.40e-02,
79,-1.04e-01,
80,-2.40e-02,
81,-1.04e-01,
82,-2.40e-02,
83,-1.08e-01,
84,-2.00e-02,
85,-1.00e-01,
86,-1.04e-01,
87,-2.40e-02,
88,-2.80e-02,
89,-1.08e-01,
90,-1.04e-01,
91,-2.80e-02,
92,-1.04e-01,
93,-2.80e-02,
94,-1.08e-01,
95,-3.20e-02,
96,-2.80e-02,
97,-1.04e-01,
98,-3.20e-02,
99,-9.60e-02,
100,-1.00e-01,
101,-2.80e-02,
102,-2.40e-02,
103,-9.60e-02,
104,-1.08e-01,
105,-3.20e-02,
106,-2.00e-02,
107,-1.04e-01,
108,-9.60e-02,
109,-2.40e-02,
110,-1.16e-01,
111,-2.80e-02,
112,-1.00e-01,
113,-2.40e-02,
114,-2.40e-02,
115,-1.08e-01,
116,-1.04e-01,
117,-2.40e-02,
118,-1.04e-01,
119,-2.80e-02,
120,-1.60e-02,
121,-1.08e-01,
122,-1.04e-01,
123,-3.20e-02,
124,-2.80e-02,
125,-1.04e-01,
126,-9.60e-02,
127,-2.40e-02,
128,-3.20e-02,
129,-1.08e-01,
130,-1.00e-01,
131,-2.00e-02,
132,-3.20e-02,
133,-1.08e-01,
134,-1.04e-01,
135,-2.00e-02,
136,-2.40e-02,
137,-1.00e-01,
138,-3.20e-02,
139,-1.00e-01,
140,-2.80e-02,
141,-1.00e-01,
142,-2.80e-02,
143,-1.12e-01,
144,-2.80e-02,
145,-1.00e-01,
146,-1.00e-01,
147,-2.40e-02,
148,-2.80e-02,
149,-1.04e-01,
150,-2.80e-02,
151,-1.00e-01,
152,-1.08e-01,
153,-2.00e-02,
154,-9.60e-02,
155,-2.40e-02,
156,-2.00e-02,
157,-1.08e-01,
158,-1.04e-01,
159,-2.40e-02,
160,-2.40e-02,
161,-9.60e-02,
162,-1.00e-01,
163,-2.40e-02,
164,-1.04e-01,
165,-3.20e-02,
166,-2.80e-02,
167,-1.12e-01,
168,-1.00e-01,
169,-2.80e-02,
170,-2.80e-02,
171,-9.60e-02,
172,-2.80e-02,
173,-9.60e-02,
174,-2.00e-02,
175,-1.04e-01,
176,-1.12e-01,
177,-3.20e-02,
178,-1.08e-01,
179,-2.80e-02,
180,-2.00e-02,
181,-1.00e-01,
182,-2.40e-02,
183,-1.08e-01,
184,-2.00e-02,
185,-1.04e-01,
186,-1.08e-01,
187,-3.20e-02,
188,-1.60e-02,
189,-1.08e-01,
190,-1.08e-01,
191,-2.40e-02,
192,-2.40e-02,
193,-1.20e-01,
194,-9.20e-02,
195,-3.20e-02,
196,-1.20e-01,
197,-2.00e-02,
198,-1.04e-01,
199,-3.60e-02,
200,-2.40e-02,
201,-1.08e-01,
202,-1.04e-01,
203,-2.40e-02,
204,-9.60e-02,
205,-1.60e-02,
206,-3.20e-02,
207,-1.04e-01,
208,-2.40e-02,
209,-1.04e-01,
210,-1.00e-01,
211,-2.80e-02,
212,-9.60e-02,
213,-2.00e-02,
214,-3.20e-02,
215,-9.60e-02,
216,-2.00e-02,
217,-1.08e-01,
218,-9.20e-02,
219,-1.60e-02,
220,-2.40e-02,
221,-1.04e-01,
222,-1.20e-01,
223,-2.00e-02,
224,-2.80e-02,
225,-1.08e-01,
226,-1.08e-01,
227,-3.20e-02,
228,-2.00e-02,
229,-9.60e-02,
230,-2.80e-02,
231,-1.00e-01,
232,-1.24e-01,
233,-2.80e-02,
234,-2.40e-02,
235,-1.04e-01,
236,-2.80e-02,
237,-1.04e-01,
238,-2.80e-02,
239,-1.04e-01,
240,-2.80e-02,
241,-1.00e-01,
242,-2.80e-02,
243,-1.00e-01,
244,-2.80e-02,
245,-1.08e-01,
246,-3.20e-02,
247,-1.00e-01,
248,-1.12e-01,
249,-3.20e-02,
250,-9.60e-02,
251,-3.20e-02,
252,-3.20e-02,
253,-1.04e-01,
254,-2.80e-02,
255,-1.08e-01,
256,-1.12e-01,
257,-3.20e-02,
258,-1.04e-01,
259,-2.40e-02,
260,-2.00e-02,
261,-1.16e-01,
262,-2.40e-02,
263,-1.04e-01,
264,-2.00e-02,
265,-1.04e-01,
266,-1.04e-01,
267,-2.00e-02,
268,-1.08e-01,
269,-1.20e-02,
270,-2.00e-02,
271,-9.20e-02,
272,-2.80e-02,
273,-9.60e-02,
274,-2.80e-02,
