Freq.	V(n017)
1.79005014185596e+05	(-1.15411924844146e+02dB,9.28686647805117e+01°)
1.80250092522167e+05	(-1.15547668791689e+02dB,9.28449666957027e+01°)
1.81503831063433e+05	(-1.15681738643198e+02dB,9.28214899607690e+01°)
1.82766290045881e+05	(-1.15814185477407e+02dB,9.27982295337555e+01°)
1.84037530124976e+05	(-1.15945058228105e+02dB,9.27751806069444e+01°)
1.85317612378075e+05	(-1.16074403802065e+02dB,9.27523385911558e+01°)
1.86606598307363e+05	(-1.16202267188973e+02dB,9.27296991015520e+01°)
1.87904549842804e+05	(-1.16328691564011e+02dB,9.27072579441019e+01°)
1.89211529345120e+05	(-1.16453718383658e+02dB,9.26850111036281e+01°)
1.90527599608789e+05	(-1.16577387475258e+02dB,9.26629547324508e+01°)
1.91852823865054e+05	(-1.16699737120823e+02dB,9.26410851400469e+01°)
1.93187265784970e+05	(-1.16820804135514e+02dB,9.26193987833377e+01°)
1.94530989482458e+05	(-1.16940623941205e+02dB,9.25978922579449e+01°)
1.95884059517387e+05	(-1.17059230635489e+02dB,9.25765622898256e+01°)
1.97246540898673e+05	(-1.17176657056462e+02dB,9.25554057277303e+01°)
1.98618499087409e+05	(-1.17292934843602e+02dB,9.25344195360267e+01°)
2.00000000000001e+05	(-1.17408094494998e+02dB,9.25136007881849e+01°)
2.01391110011345e+05	(-1.17522165421218e+02dB,9.24929466606367e+01°)
2.02791895958007e+05	(-1.17635175996030e+02dB,9.24724544270140e+01°)
2.04202425141440e+05	(-1.17747153604196e+02dB,9.24521214529621e+01°)
2.05622765331215e+05	(-1.17858124686552e+02dB,9.24319451910590e+01°)
2.07052984768277e+05	(-1.17968114782543e+02dB,9.24119231762883e+01°)
2.08493152168226e+05	(-1.18077148570392e+02dB,9.23920530216933e+01°)
2.09943336724615e+05	(-1.18185249905052e+02dB,9.23723324143229e+01°)
2.11403608112278e+05	(-1.18292441854098e+02dB,9.23527591114933e+01°)
2.12874036490674e+05	(-1.18398746731680e+02dB,9.23333309371583e+01°)
2.14354692507260e+05	(-1.18504186130663e+02dB,9.23140457789094e+01°)
2.15845647300887e+05	(-1.18608780953081e+02dB,9.22949015844452e+01°)
2.17346972505213e+05	(-1.18712551438995e+02dB,9.22758963589503e+01°)
2.18858740252150e+05	(-1.18815517193861e+02dB,9.22570281622834e+01°)
2.20381023175324e+05	(-1.18917697214500e+02dB,9.22382951063881e+01°)
2.21913894413571e+05	(-1.19019109913757e+02dB,9.22196953529593e+01°)
2.23457427614446e+05	(-1.19119773143920e+02dB,9.22012271111007e+01°)
2.25011696937764e+05	(-1.19219704218982e+02dB,9.21828886352251e+01°)
2.26576777059162e+05	(-1.19318919935807e+02dB,9.21646782229699e+01°)
2.28152743173687e+05	(-1.19417436594271e+02dB,9.21465942134154e+01°)
2.29739670999409e+05	(-1.19515270016430e+02dB,9.21286349853009e+01°)
2.31337636781059e+05	(-1.19612435564772e+02dB,9.21107989551122e+01°)
2.32946717293693e+05	(-1.19708948159619e+02dB,9.20930845758237e+01°)
2.34566989846378e+05	(-1.19804822295697e+02dB,9.20754903351680e+01°)
2.36198532285908e+05	(-1.19900072057958e+02dB,9.20580147541641e+01°)
2.37841423000546e+05	(-1.19994711136657e+02dB,9.20406563860822e+01°)
2.39495740923788e+05	(-1.20088752841758e+02dB,9.20234138147618e+01°)
2.41161565538154e+05	(-1.20182210116685e+02dB,9.20062856537576e+01°)
2.42838976879012e+05	(-1.20275095551455e+02dB,9.19892705449864e+01°)
2.44528055538416e+05	(-1.20367421395238e+02dB,9.19723671576493e+01°)
2.46228882668985e+05	(-1.20459199568363e+02dB,9.19555741873720e+01°)
2.47941539987800e+05	(-1.20550441673798e+02dB,9.19388903550651e+01°)
2.49666109780325e+05	(-1.20641159008140e+02dB,9.19223144060390e+01°)
2.51402674904368e+05	(-1.20731362572137e+02dB,9.19058451091418e+01°)
2.53151318794058e+05	(-1.20821063080759e+02dB,9.18894812559386e+01°)
2.54912125463855e+05	(-1.20910270972853e+02dB,9.18732216598802e+01°)
2.56685179512583e+05	(-1.20998996420388e+02dB,9.18570651556427e+01°)
2.58470566127501e+05	(-1.21087249337325e+02dB,9.18410105982042e+01°)
2.60268371088389e+05	(-1.21175039388125e+02dB,9.18250568624337e+01°)
2.62078680771675e+05	(-1.21262375995906e+02dB,9.18092028421473e+01°)
2.63901582154581e+05	(-1.21349268350274e+02dB,9.17934474497737e+01°)
2.65737162819305e+05	(-1.21435725414843e+02dB,9.17777896155974e+01°)
2.67585510957225e+05	(-1.21521755934463e+02dB,9.17622282871356e+01°)
2.69446715373141e+05	(-1.21607368442144e+02dB,9.17467624288153e+01°)
2.71320865489537e+05	(-1.21692571265738e+02dB,9.17313910213277e+01°)
2.73208051350882e+05	(-1.21777372534343e+02dB,9.17161130610407e+01°)
2.75108363627951e+05	(-1.21861780184468e+02dB,9.17009275597399e+01°)
2.77021893622188e+05	(-1.21945801965962e+02dB,9.16858335440337e+01°)
2.78948733270084e+05	(-1.22029445447724e+02dB,9.16708300550144e+01°)
2.80888975147602e+05	(-1.22112718023196e+02dB,9.16559161477833e+01°)
2.82842712474622e+05	(-1.22195626915650e+02dB,9.16410908911025e+01°)
2.84810039119417e+05	(-1.22278179183281e+02dB,9.16263533670022e+01°)
2.86791049603169e+05	(-1.22360381724122e+02dB,9.16117026704636e+01°)
2.88785839104502e+05	(-1.22442241280765e+02dB,9.15971379089743e+01°)
2.90794503464065e+05	(-1.22523764444928e+02dB,9.15826582023809e+01°)
2.92817139189128e+05	(-1.22604957661850e+02dB,9.15682626823101e+01°)
2.94853843458223e+05	(-1.22685827234529e+02dB,9.15539504922202e+01°)
2.96904714125813e+05	(-1.22766379327817e+02dB,9.15397207868202e+01°)
2.98969849726991e+05	(-1.22846619972370e+02dB,9.15255727318681e+01°)
3.01049349482217e+05	(-1.22926555068456e+02dB,9.15115055040470e+01°)
3.03143313302083e+05	(-1.23006190389639e+02dB,9.14975182904566e+01°)
3.05251841792115e+05	(-1.23085531586333e+02dB,9.14836102886644e+01°)
3.07375036257606e+05	(-1.23164584189237e+02dB,9.14697807062647e+01°)
3.09512998708482e+05	(-1.23243353612654e+02dB,9.14560287607192e+01°)
3.11665831864204e+05	(-1.23321845157701e+02dB,9.14423536791909e+01°)
3.13833639158704e+05	(-1.23400064015406e+02dB,9.14287546982133e+01°)
3.16016524745355e+05	(-1.23478015269714e+02dB,9.14152310636758e+01°)
3.18214593501971e+05	(-1.23555703900385e+02dB,9.14017820304499e+01°)
3.20427951035853e+05	(-1.23633134785801e+02dB,9.13884068623807e+01°)
3.22656703688854e+05	(-1.23710312705687e+02dB,9.13751048320016e+01°)
3.24900958542498e+05	(-1.23787242343737e+02dB,9.13618752203557e+01°)
3.27160823423117e+05	(-1.23863928290164e+02dB,9.13487173169269e+01°)
3.29436406907033e+05	(-1.23940375044165e+02dB,9.13356304195262e+01°)
3.31727818325781e+05	(-1.24016587016310e+02dB,9.13226138338131e+01°)
3.34035167771352e+05	(-1.24092568530861e+02dB,9.13096668736636e+01°)
3.36358566101490e+05	(-1.24168323828009e+02dB,9.12967888606522e+01°)
3.38698124945015e+05	(-1.24243857066055e+02dB,9.12839791241285e+01°)
3.41053956707187e+05	(-1.24319172323518e+02dB,9.12712370008973e+01°)
3.43426174575106e+05	(-1.24394273601175e+02dB,9.12585618353071e+01°)
3.45814892523151e+05	(-1.24469164824055e+02dB,9.12459529790788e+01°)
3.48220225318454e+05	(-1.24543849843353e+02dB,9.12334097910491e+01°)
3.50642288526419e+05	(-1.24618332438307e+02dB,9.12209316372700e+01°)
3.53081198516267e+05	(-1.24692616318006e+02dB,9.12085178908587e+01°)
3.55537072466633e+05	(-1.24766705123151e+02dB,9.11961679318169e+01°)
3.58010028371194e+05	(-1.24840602427768e+02dB,9.11838811470063e+01°)
3.60500185044337e+05	(-1.24914311740867e+02dB,9.11716569300757e+01°)
3.63007662126869e+05	(-1.24987836508051e+02dB,9.11594946813478e+01°)
3.65532580091765e+05	(-1.25061180113090e+02dB,9.11473938077261e+01°)
3.68075060249955e+05	(-1.25134345879443e+02dB,9.11353537226625e+01°)
3.70635224756154e+05	(-1.25207337071735e+02dB,9.11233738461291e+01°)
3.73213196614728e+05	(-1.25280156897202e+02dB,9.11114536043817e+01°)
3.75809099685610e+05	(-1.25352808507089e+02dB,9.10995924300943e+01°)
3.78423058690244e+05	(-1.25425294998014e+02dB,9.10877897622080e+01°)
3.81055199217580e+05	(-1.25497619413291e+02dB,9.10760450458111e+01°)
3.83705647730111e+05	(-1.25569784744224e+02dB,9.10643577322554e+01°)
3.86374531569944e+05	(-1.25641793931356e+02dB,9.10527272789100e+01°)
3.89061978964920e+05	(-1.25713649865700e+02dB,9.10411531492859e+01°)
3.91768119034777e+05	(-1.25785355389920e+02dB,9.10296348128714e+01°)
3.94493081797350e+05	(-1.25856913299498e+02dB,9.10181717451326e+01°)
3.97236998174820e+05	(-1.25928326343858e+02dB,9.10067634275151e+01°)
4.00000000000006e+05	(-1.25999597227467e+02dB,9.09954093473393e+01°)
4.02782220022694e+05	(-1.26070728610909e+02dB,9.09841089978084e+01°)
4.05583791916018e+05	(-1.26141723111930e+02dB,9.09728618779926e+01°)
4.08404850282884e+05	(-1.26212583306453e+02dB,9.09616674927590e+01°)
4.11245530662433e+05	(-1.26283311729578e+02dB,9.09505253527296e+01°)
4.14105969536557e+05	(-1.26353910876543e+02dB,9.09394349743890e+01°)
4.16986304336455e+05	(-1.26424383203678e+02dB,9.09283958799339e+01°)
4.19886673449234e+05	(-1.26494731129320e+02dB,9.09174075972679e+01°)
4.22807216224559e+05	(-1.26564957034718e+02dB,9.09064696600319e+01°)
4.25748072981351e+05	(-1.26635063264907e+02dB,9.08955816076008e+01°)
4.28709385014524e+05	(-1.26705052129572e+02dB,9.08847429850899e+01°)
4.31691294601778e+05	(-1.26774925903881e+02dB,9.08739533431863e+01°)
4.34693945010430e+05	(-1.26844686829302e+02dB,9.08632122384161e+01°)
4.37717480504303e+05	(-1.26914337114410e+02dB,9.08525192328950e+01°)
4.40762046350651e+05	(-1.26983878935659e+02dB,9.08418738944564e+01°)
4.43827788827145e+05	(-1.27053314438151e+02dB,9.08312757966652e+01°)
4.46914855228895e+05	(-1.27122645736382e+02dB,9.08207245187498e+01°)
4.50023393875531e+05	(-1.27191874914968e+02dB,9.08102196457085e+01°)
4.53153554118327e+05	(-1.27261004029365e+02dB,9.07997607680920e+01°)
4.56305486347377e+05	(-1.27330035106558e+02dB,9.07893474824788e+01°)
4.59479341998822e+05	(-1.27398970145756e+02dB,9.07789793908984e+01°)
4.62675273562123e+05	(-1.27467811119049e+02dB,9.07686561013458e+01°)
4.65893434587390e+05	(-1.27536559972069e+02dB,9.07583772275058e+01°)
4.69133979692759e+05	(-1.27605218624629e+02dB,9.07481423889127e+01°)
4.72397064571820e+05	(-1.27673788971349e+02dB,9.07379512109503e+01°)
4.75682846001097e+05	(-1.27742272882273e+02dB,9.07278033248344e+01°)
4.78991481847580e+05	(-1.27810672203468e+02dB,9.07176983677109e+01°)
4.82323131076312e+05	(-1.27878988757619e+02dB,9.07076359826072e+01°)
4.85677953758027e+05	(-1.27947224344600e+02dB,9.06976158186042e+01°)
4.89056111076836e+05	(-1.28015380742046e+02dB,9.06876375306596e+01°)
4.92457765337975e+05	(-1.28083459705910e+02dB,9.06777007798842e+01°)
4.95883079975603e+05	(-1.28151462971003e+02dB,9.06678052333353e+01°)
4.99332219560654e+05	(-1.28219392251535e+02dB,9.06579505644337e+01°)
5.02805349808740e+05	(-1.28287249241635e+02dB,9.06481364524911e+01°)
5.06302637588121e+05	(-1.28355035615870e+02dB,9.06383625833056e+01°)
5.09824250927714e+05	(-1.28422753029749e+02dB,9.06286286487884e+01°)
5.13370359025171e+05	(-1.28490403120223e+02dB,9.06189343472652e+01°)
5.16941132255006e+05	(-1.28557987506168e+02dB,9.06092793834089e+01°)
5.20536742176783e+05	(-1.28625507788869e+02dB,9.05996634684506e+01°)
5.24157361543355e+05	(-1.28692965552490e+02dB,9.05900863200087e+01°)
5.27803164309167e+05	(-1.28760362364539e+02dB,9.05805476623752e+01°)
5.31474325638614e+05	(-1.28827699776321e+02dB,9.05710472265625e+01°)
5.35171021914455e+05	(-1.28894979323388e+02dB,9.05615847501731e+01°)
5.38893430746286e+05	(-1.28962202525983e+02dB,9.05521599777328e+01°)
5.42641730979079e+05	(-1.29029370889467e+02dB,9.05427726605647e+01°)
5.46416102701768e+05	(-1.29096485904754e+02dB,9.05334225570635e+01°)
5.50216727255908e+05	(-1.29163549048727e+02dB,9.05241094326774e+01°)
5.54043787244380e+05	(-1.29230561784655e+02dB,9.05148330599006e+01°)
5.57897466540173e+05	(-1.29297525562602e+02dB,9.05055932185176e+01°)
5.61777950295210e+05	(-1.29364441819826e+02dB,9.04963896956713e+01°)
5.65685424949249e+05	(-1.29431311981180e+02dB,9.04872222860083e+01°)
5.69620078238840e+05	(-1.29498137459502e+02dB,9.04780907915307e+01°)
5.73582099206342e+05	(-1.29564919656000e+02dB,9.04689950219672e+01°)
5.77571678209010e+05	(-1.29631659960635e+02dB,9.04599347948182e+01°)
5.81589006928136e+05	(-1.29698359752496e+02dB,9.04509099354810e+01°)
5.85634278378262e+05	(-1.29765020400172e+02dB,9.04419202772946e+01°)
5.89707686916452e+05	(-1.29831643262117e+02dB,9.04329656615511e+01°)
5.93809428251631e+05	(-1.29898229687015e+02dB,9.04240459380182e+01°)
5.97939699453987e+05	(-1.29964781014139e+02dB,9.04151609646474e+01°)
6.02098698964439e+05	(-1.30031298573699e+02dB,9.04063106079479e+01°)
6.06286626604171e+05	(-1.30097783687200e+02dB,9.03974947430155e+01°)
6.10503683584236e+05	(-1.30164237667784e+02dB,9.03887132537165e+01°)
6.14750072515217e+05	(-1.30230661820574e+02dB,9.03799660327637e+01°)
6.19025997416968e+05	(-1.30297057443013e+02dB,9.03712529820326e+01°)
6.23331663728412e+05	(-1.30363425825201e+02dB,9.03625740125645e+01°)
6.27667278317413e+05	(-1.30429768250229e+02dB,9.03539290446879e+01°)
6.32033049490714e+05	(-1.30496085994507e+02dB,9.03453180083539e+01°)
6.36429187003948e+05	(-1.30562380328091e+02dB,9.03367408432332e+01°)
6.40855902071711e+05	(-1.30628652515010e+02dB,9.03281974987242e+01°)
6.45313407377714e+05	(-1.30694903813588e+02dB,9.03196879344365e+01°)
6.49801917085002e+05	(-1.30761135476759e+02dB,9.03112121200392e+01°)
6.54321646846238e+05	(-1.30827348752390e+02dB,9.03027700358020e+01°)
6.58872813814072e+05	(-1.30893544883594e+02dB,9.02943616724481e+01°)
6.63455636651567e+05	(-1.30959725109039e+02dB,9.02859870316681e+01°)
6.68070335542709e+05	(-1.31025890663268e+02dB,9.02776461259374e+01°)
6.72717132202986e+05	(-1.31092042776998e+02dB,9.02693389792147e+01°)
6.77396249890036e+05	(-1.31158182677435e+02dB,9.02610656267745e+01°)
6.82107913414380e+05	(-1.31224311588580e+02dB,9.02528261155207e+01°)
6.86852349150217e+05	(-1.31290430731528e+02dB,9.02446205042681e+01°)
6.91629785046307e+05	(-1.31356541324777e+02dB,9.02364488641211e+01°)
6.96440450636914e+05	(-1.31422644584529e+02dB,9.02283112781783e+01°)
7.01284577052843e+05	(-1.31488741724989e+02dB,9.02202078426534e+01°)
7.06162397032539e+05	(-1.31554833958669e+02dB,9.02121386662698e+01°)
7.11074144933271e+05	(-1.31620922496684e+02dB,9.02041038708949e+01°)
7.16020056742393e+05	(-1.31687008549052e+02dB,9.01961035920477e+01°)
7.21000370088680e+05	(-1.31753093324995e+02dB,9.01881379787711e+01°)
7.26015324253744e+05	(-1.31819178033233e+02dB,9.01802071939589e+01°)
7.31065160183536e+05	(-1.31885263882281e+02dB,9.01723114150415e+01°)
7.36150120499916e+05	(-1.31951352080752e+02dB,9.01644508338160e+01°)
7.41270449512313e+05	(-1.32017443837648e+02dB,9.01566256569025e+01°)
7.46426393229462e+05	(-1.32083540362657e+02dB,9.01488361064576e+01°)
7.51618199371226e+05	(-1.32149642866456e+02dB,9.01410824197319e+01°)
7.56846117380493e+05	(-1.32215752561006e+02dB,9.01333648498894e+01°)
7.62110398435167e+05	(-1.32281870659845e+02dB,9.01256836665666e+01°)
7.67411295460229e+05	(-1.32347998378392e+02dB,9.01180391556839e+01°)
7.72749063139894e+05	(-1.32414136934245e+02dB,9.01104316202648e+01°)
7.78123957929846e+05	(-1.32480287547477e+02dB,9.01028613803602e+01°)
7.83536238069559e+05	(-1.32546451440942e+02dB,9.00953287739473e+01°)
7.88986163594705e+05	(-1.32612629840570e+02dB,9.00878341568693e+01°)
7.94473996349647e+05	(-1.32678823975676e+02dB,9.00803779036059e+01°)
8.00000000000018e+05	(-1.32745035079258e+02dB,9.00729604073352e+01°)
8.05564440045394e+05	(-1.32811264388302e+02dB,9.00655820807266e+01°)
8.11167583832042e+05	(-1.32877513144095e+02dB,9.00582433561333e+01°)
8.16809700565773e+05	(-1.32943782592523e+02dB,9.00509446859295e+01°)
8.22491061324872e+05	(-1.33010073984389e+02dB,9.00436865434682e+01°)
8.28211939073121e+05	(-1.33076388575716e+02dB,9.00364694229184e+01°)
8.33972608672916e+05	(-1.33142727628069e+02dB,9.00292938403506e+01°)
8.39773346898473e+05	(-1.33209092408862e+02dB,9.00221603337034e+01°)
8.45614432449124e+05	(-1.33275484191677e+02dB,9.00150694639083e+01°)
8.51496145962708e+05	(-1.33341904256590e+02dB,9.00080218147109e+01°)
8.57418770029055e+05	(-1.33408353890485e+02dB,9.00010179936574e+01°)
8.63382589203562e+05	(-1.33474834387379e+02dB,8.99940586327249e+01°)
8.69387890020867e+05	(-1.33541347048752e+02dB,8.99871443887301e+01°)
8.75434961008612e+05	(-1.33607893183879e+02dB,8.99802759437594e+01°)
8.81524092701309e+05	(-1.33674474110155e+02dB,8.99734540060017e+01°)
8.87655577654297e+05	(-1.33741091153439e+02dB,8.99666793105025e+01°)
8.93829710457797e+05	(-1.33807745648387e+02dB,8.99599526193454e+01°)
9.00046787751069e+05	(-1.33874438938798e+02dB,8.99532747228397e+01°)
9.06307108236661e+05	(-1.33941172377955e+02dB,8.99466464399145e+01°)
9.12610972694761e+05	(-1.34007947328983e+02dB,8.99400686188217e+01°)
9.18958683997650e+05	(-1.34074765165195e+02dB,8.99335421376724e+01°)
9.25350547124252e+05	(-1.34141627270450e+02dB,8.99270679056620e+01°)
9.31786869174787e+05	(-1.34208535039519e+02dB,8.99206468634749e+01°)
9.38267959385526e+05	(-1.34275489878442e+02dB,8.99142799841841e+01°)
9.44794129143647e+05	(-1.34342493204910e+02dB,8.99079682738166e+01°)
9.51365692002200e+05	(-1.34409546448628e+02dB,8.99017127724828e+01°)
9.57982963695167e+05	(-1.34476651051700e+02dB,8.98955145552384e+01°)
9.64646262152632e+05	(-1.34543808469014e+02dB,8.98893747326411e+01°)
9.71355907516062e+05	(-1.34611020168626e+02dB,8.98832944519683e+01°)
9.78112222153679e+05	(-1.34678287632164e+02dB,8.98772748977594e+01°)
9.84915530675958e+05	(-1.34745612355218e+02dB,8.98713172932805e+01°)
9.91766159951214e+05	(-1.34812995847751e+02dB,8.98654229011219e+01°)
9.98664439121315e+05	(-1.34880439634510e+02dB,8.98595930241985e+01°)
1.00561069961749e+06	(-1.34947945255443e+02dB,8.98538290069179e+01°)
1.01260527517625e+06	(-1.35015514266124e+02dB,8.98481322364526e+01°)
1.01964850185544e+06	(-1.35083148238181e+02dB,8.98425041431601e+01°)
1.02674071805035e+06	(-1.35150848759735e+02dB,8.98369462023871e+01°)
1.03388226451002e+06	(-1.35218617435843e+02dB,8.98314599353589e+01°)
1.04107348435357e+06	(-1.35286455888947e+02dB,8.98260469103789e+01°)
1.04831472308672e+06	(-1.35354365759336e+02dB,8.98207087439835e+01°)
1.05560632861834e+06	(-1.35422348705610e+02dB,8.98154471022775e+01°)
1.06294865127724e+06	(-1.35490406405151e+02dB,8.98102637023092e+01°)
1.07034204382892e+06	(-1.35558540554608e+02dB,8.98051603131986e+01°)
1.07778686149258e+06	(-1.35626752870384e+02dB,8.98001387578750e+01°)
1.08528346195817e+06	(-1.35695045089138e+02dB,8.97952009138513e+01°)
1.09283220540354e+06	(-1.35763418968289e+02dB,8.97903487154811e+01°)
1.10043345451182e+06	(-1.35831876286532e+02dB,8.97855841548853e+01°)
1.10808757448877e+06	(-1.35900418844363e+02dB,8.97809092838039e+01°)
1.11579493308035e+06	(-1.35969048464618e+02dB,8.97763262149640e+01°)
1.12355590059043e+06	(-1.36037766993017e+02dB,8.97718371237339e+01°)
1.13137084989851e+06	(-1.36106576298713e+02dB,8.97674442501865e+01°)
1.13924015647769e+06	(-1.36175478274867e+02dB,8.97631499002554e+01°)
1.14716419841269e+06	(-1.36244474839218e+02dB,8.97589564481335e+01°)
1.15514335641803e+06	(-1.36313567934673e+02dB,8.97548663376828e+01°)
1.16317801385628e+06	(-1.36382759529910e+02dB,8.97508820844115e+01°)
1.17126855675653e+06	(-1.36452051619981e+02dB,8.97470062778456e+01°)
1.17941537383291e+06	(-1.36521446226944e+02dB,8.97432415829388e+01°)
