Name,Sweep (T1),,,
Date,11/27/2023,,,
Time,18:51:48,,,
Instrument,FPC1500 - 102527/003,,,
Firmware Version,V1.80,,,
Country of Origin,Czech Republic,,,
Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrum,,,
Uplink,- - -,,,
Downlink,- - -,,,
Channel,- - -,,,
11446700.5076142,-66.0476837158203,,,
11522842.6395939,-66.1520843505859,,,
11598984.7715736,-66.2564315795898,,,
11675126.9035533,-66.3608169555664,,,
11751269.035533,-66.4651641845703,,,
11827411.1675127,-66.5642471313477,,,
11903553.2994924,-66.6538543701172,,,
11979695.4314721,-66.7434539794922,,,
12055837.5634518,-66.8330688476563,,,
12131979.6954315,-66.9226760864258,,,
12208121.8274112,-67.0122833251953,,,
12284263.9593909,-67.1763458251953,,,
12360406.0913706,-67.4314117431641,,,
12436548.2233503,-67.6864852905273,,,
12512690.3553299,-67.9415512084961,,,
12588832.4873096,-68.1966323852539,,,
12664974.6192893,-68.4517059326172,,,
12741116.751269,-68.701774597168,,,
12817258.8832487,-68.9475555419922,,,
12893401.0152284,-69.1933441162109,,,
12969543.1472081,-69.4391326904297,,,
13045685.2791878,-69.684944152832,,,
13121827.4111675,-69.9307174682617,,,
13197969.5431472,-69.9807968139648,,,
13274111.6751269,-69.9159317016602,,,
13350253.8071066,-69.8510589599609,,,
13426395.9390863,-69.7862167358398,,,
13502538.071066,-69.7213668823242,,,
13578680.2030457,-69.6565170288086,,,
13654822.3350254,-69.6389617919922,,,
13730964.4670051,-69.6398391723633,,,
13807106.5989848,-69.6407165527344,,,
13883248.7309645,-69.6415710449219,,,
13959390.8629442,-69.6424407958984,,,
14035532.9949239,-69.643310546875,,,
14111675.1269036,-69.6369094848633,,,
14187817.2588832,-69.6287689208984,,,
14263959.3908629,-69.6206665039063,,,
14340101.5228426,-69.6125335693359,,,
14416243.6548223,-69.6044006347656,,,
14492385.786802,-69.5962829589844,,,
14568527.9187817,-69.5909042358398,,,
14644670.0507614,-69.5858383178711,,,
14720812.1827411,-69.5807952880859,,,
14796954.3147208,-69.5756988525391,,,
14873096.4467005,-69.5706405639648,,,
14949238.5786802,-69.5655670166016,,,
15025380.7106599,-69.8832626342773,,,
15101522.8426396,-70.2042388916016,,,
15177664.9746193,-70.5251617431641,,,
15253807.106599,-70.8461227416992,,,
15329949.2385787,-71.1671295166016,,,
15406091.3705584,-71.4691543579102,,,
15482233.5025381,-71.553840637207,,,
15558375.6345178,-71.6385803222656,,,
15634517.7664975,-71.7232894897461,,,
15710659.8984772,-71.8079986572266,,,
15786802.0304569,-71.8927230834961,,,
15862944.1624365,-71.9213027954102,,,
15939086.2944162,-71.6758804321289,,,
16015228.4263959,-71.4304504394531,,,
16091370.5583756,-71.1850433349609,,,
16167512.6903553,-70.9396057128906,,,
16243654.822335,-70.6941757202148,,,
16319796.9543147,-70.5370712280273,,,
16395939.0862944,-70.631233215332,,,
16472081.2182741,-70.7254104614258,,,
16548223.3502538,-70.8195724487305,,,
16624365.4822335,-70.9137344360352,,,
16700507.6142132,-71.0079193115234,,,
16776649.7461929,-71.1755828857422,,,
16852791.8781726,-71.4797286987305,,,
16928934.0101523,-71.7838668823242,,,
17005076.142132,-72.0880279541016,,,
17081218.2741117,-72.3921890258789,,,
17157360.4060914,-72.6963272094727,,,
17233502.5380711,-72.9214782714844,,,
17309644.6700508,-73.0459976196289,,,
17385786.8020305,-73.1705780029297,,,
17461928.9340102,-73.2951202392578,,,
17538071.0659898,-73.4196929931641,,,
17614213.1979695,-73.5442276000977,,,
17690355.3299492,-73.5296478271484,,,
17766497.4619289,-73.3917083740234,,,
17842639.5939086,-73.2537231445313,,,
17918781.7258883,-73.1157684326172,,,
17994923.857868,-72.9778289794922,,,
18071065.9898477,-72.8398590087891,,,
