Freq.	V(n016)
1.91852823865054e+05	(-1.09185147774320e+02dB,-8.87262903236373e+01°)
1.93187265784970e+05	(-1.09112460479452e+02dB,-8.87549785515290e+01°)
1.94530989482458e+05	(-1.09039586845350e+02dB,-8.87836500177073e+01°)
1.95884059517387e+05	(-1.08966523648882e+02dB,-8.88123070939325e+01°)
1.97246540898673e+05	(-1.08893267605012e+02dB,-8.88409521806666e+01°)
1.98618499087409e+05	(-1.08819815365293e+02dB,-8.88695877080303e+01°)
2.00000000000001e+05	(-1.08746163516322e+02dB,-8.88982161369155e+01°)
2.01391110011345e+05	(-1.08672308578159e+02dB,-8.89268399601094e+01°)
2.02791895958007e+05	(-1.08598247002680e+02dB,-8.89554617033750e+01°)
2.04202425141440e+05	(-1.08523975171906e+02dB,-8.89840839267415e+01°)
2.05622765331215e+05	(-1.08449489396249e+02dB,-8.90127092256344e+01°)
2.07052984768277e+05	(-1.08374785912735e+02dB,-8.90413402322142e+01°)
2.08493152168226e+05	(-1.08299860883155e+02dB,-8.90699796166774e+01°)
2.09943336724615e+05	(-1.08224710392165e+02dB,-8.90986300886283e+01°)
2.11403608112278e+05	(-1.08149330445322e+02dB,-8.91272943985041e+01°)
2.12874036490674e+05	(-1.08073716967069e+02dB,-8.91559753390470e+01°)
2.14354692507260e+05	(-1.07997865798643e+02dB,-8.91846757468346e+01°)
2.15845647300887e+05	(-1.07921772695929e+02dB,-8.92133985038670e+01°)
2.17346972505213e+05	(-1.07845433327236e+02dB,-8.92421465392136e+01°)
2.18858740252150e+05	(-1.07768843271009e+02dB,-8.92709228307254e+01°)
2.20381023175324e+05	(-1.07691998013462e+02dB,-8.92997304068171e+01°)
2.21913894413571e+05	(-1.07614892946136e+02dB,-8.93285723482988e+01°)
2.23457427614446e+05	(-1.07537523363377e+02dB,-8.93574517903180e+01°)
2.25011696937764e+05	(-1.07459884459727e+02dB,-8.93863719243192e+01°)
2.26576777059162e+05	(-1.07381971327241e+02dB,-8.94153360001595e+01°)
2.28152743173687e+05	(-1.07303778952695e+02dB,-8.94443473282422e+01°)
2.29739670999409e+05	(-1.07225302214711e+02dB,-8.94734092817348e+01°)
2.31337636781059e+05	(-1.07146535880791e+02dB,-8.95025252989589e+01°)
2.32946717293693e+05	(-1.07067474604230e+02dB,-8.95316988857671e+01°)
2.34566989846378e+05	(-1.06988112920946e+02dB,-8.95609336181283e+01°)
2.36198532285908e+05	(-1.06908445246180e+02dB,-8.95902331446933e+01°)
2.37841423000546e+05	(-1.06828465871094e+02dB,-8.96196011896145e+01°)
2.39495740923788e+05	(-1.06748168959242e+02dB,-8.96490415553544e+01°)
2.41161565538154e+05	(-1.06667548542916e+02dB,-8.96785581256684e+01°)
2.42838976879012e+05	(-1.06586598519374e+02dB,-8.97081548687825e+01°)
2.44528055538416e+05	(-1.06505312646911e+02dB,-8.97378358405584e+01°)
2.46228882668985e+05	(-1.06423684540799e+02dB,-8.97676051879052e+01°)
2.47941539987800e+05	(-1.06341707669089e+02dB,-8.97974671523410e+01°)
2.49666109780325e+05	(-1.06259375348239e+02dB,-8.98274260736697e+01°)
2.51402674904368e+05	(-1.06176680738588e+02dB,-8.98574863938046e+01°)
2.53151318794058e+05	(-1.06093616839667e+02dB,-8.98876526608437e+01°)
2.54912125463855e+05	(-1.06010176485328e+02dB,-8.99179295332760e+01°)
2.56685179512583e+05	(-1.05926352338683e+02dB,-8.99483217843472e+01°)
2.58470566127501e+05	(-1.05842136886861e+02dB,-8.99788343067151e+01°)
2.60268371088389e+05	(-1.05757522435552e+02dB,-9.00094721172231e+01°)
2.62078680771675e+05	(-1.05672501103345e+02dB,-9.00402403619792e+01°)
2.63901582154581e+05	(-1.05587064815849e+02dB,-9.00711443216432e+01°)
2.65737162819305e+05	(-1.05501205299567e+02dB,-9.01021894169342e+01°)
2.67585510957225e+05	(-1.05414914075536e+02dB,-9.01333812144214e+01°)
2.69446715373141e+05	(-1.05328182452722e+02dB,-9.01647254326735e+01°)
2.71320865489537e+05	(-1.05241001521124e+02dB,-9.01962279485582e+01°)
2.73208051350882e+05	(-1.05153362144615e+02dB,-9.02278948039544e+01°)
2.75108363627951e+05	(-1.05065254953484e+02dB,-9.02597322128047e+01°)
2.77021893622188e+05	(-1.04976670336667e+02dB,-9.02917465684450e+01°)
2.78948733270084e+05	(-1.04887598433657e+02dB,-9.03239444513923e+01°)
2.80888975147602e+05	(-1.04798029126063e+02dB,-9.03563326374481e+01°)
2.82842712474622e+05	(-1.04707952028820e+02dB,-9.03889181062623e+01°)
2.84810039119417e+05	(-1.04617356481023e+02dB,-9.04217080503463e+01°)
2.86791049603169e+05	(-1.04526231536352e+02dB,-9.04547098845356e+01°)
2.88785839104502e+05	(-1.04434565953098e+02dB,-9.04879312559818e+01°)
2.90794503464065e+05	(-1.04342348183718e+02dB,-9.05213800545829e+01°)
2.92817139189128e+05	(-1.04249566363973e+02dB,-9.05550644241490e+01°)
2.94853843458223e+05	(-1.04156208301527e+02dB,-9.05889927739728e+01°)
2.96904714125813e+05	(-1.04062261464073e+02dB,-9.06231737912077e+01°)
2.98969849726991e+05	(-1.03967712966882e+02dB,-9.06576164537673e+01°)
3.01049349482217e+05	(-1.03872549559813e+02dB,-9.06923300441243e+01°)
3.03143313302083e+05	(-1.03776757613682e+02dB,-9.07273241636907e+01°)
3.05251841792115e+05	(-1.03680323106023e+02dB,-9.07626087481912e+01°)
3.07375036257606e+05	(-1.03583231606150e+02dB,-9.07981940837932e+01°)
3.09512998708482e+05	(-1.03485468259512e+02dB,-9.08340908242167e+01°)
3.11665831864204e+05	(-1.03387017771308e+02dB,-9.08703100088930e+01°)
3.13833639158704e+05	(-1.03287864389271e+02dB,-9.09068630820835e+01°)
3.16016524745355e+05	(-1.03187991885627e+02dB,-9.09437619132446e+01°)
3.18214593501971e+05	(-1.03087383538149e+02dB,-9.09810188185805e+01°)
3.20427951035853e+05	(-1.02986022110254e+02dB,-9.10186465838692e+01°)
3.22656703688854e+05	(-1.02883889830103e+02dB,-9.10566584887897e+01°)
3.24900958542498e+05	(-1.02780968368606e+02dB,-9.10950683326490e+01°)
3.27160823423117e+05	(-1.02677238816309e+02dB,-9.11338904617953e+01°)
3.29436406907033e+05	(-1.02572681659056e+02dB,-9.11731397987640e+01°)
3.31727818325781e+05	(-1.02467276752367e+02dB,-9.12128318732681e+01°)
3.34035167771352e+05	(-1.02361003294454e+02dB,-9.12529828552382e+01°)
3.36358566101490e+05	(-1.02253839797751e+02dB,-9.12936095899626e+01°)
3.38698124945015e+05	(-1.02145764058924e+02dB,-9.13347296356421e+01°)
3.41053956707187e+05	(-1.02036753127193e+02dB,-9.13763613033840e+01°)
3.43426174575106e+05	(-1.01926783270906e+02dB,-9.14185236999956e+01°)
3.45814892523151e+05	(-1.01815829942197e+02dB,-9.14612367735781e+01°)
3.48220225318454e+05	(-1.01703867739662e+02dB,-9.15045213624566e+01°)
3.50642288526419e+05	(-1.01590870368833e+02dB,-9.15483992473698e+01°)
3.53081198516267e+05	(-1.01476810600381e+02dB,-9.15928932075200e+01°)
3.55537072466633e+05	(-1.01361660225814e+02dB,-9.16380270805270e+01°)
3.58010028371194e+05	(-1.01245390010550e+02dB,-9.16838258268374e+01°)
3.60500185044337e+05	(-1.01127969644110e+02dB,-9.17303155987849e+01°)
3.63007662126869e+05	(-1.01009367687308e+02dB,-9.17775238149186e+01°)
3.65532580091765e+05	(-1.00889551516103e+02dB,-9.18254792398079e+01°)
3.68075060249955e+05	(-1.00768487261969e+02dB,-9.18742120700405e+01°)
3.70635224756154e+05	(-1.00646139748446e+02dB,-9.19237540268735e+01°)
3.73213196614728e+05	(-1.00522472423602e+02dB,-9.19741384560786e+01°)
3.75809099685610e+05	(-1.00397447288090e+02dB,-9.20254004358069e+01°)
3.78423058690244e+05	(-1.00271024818444e+02dB,-9.20775768931130e+01°)
3.81055199217580e+05	(-1.00143163885236e+02dB,-9.21307067299676e+01°)
3.83705647730111e+05	(-1.00013821665663e+02dB,-9.21848309597289e+01°)
3.86374531569944e+05	(-9.98829535501322e+01dB,-9.22399928550585e+01°)
3.89061978964920e+05	(-9.97505130423022e+01dB,-9.22962381083990e+01°)
3.91768119034777e+05	(-9.96164516520753e+01dB,-9.23536150063348e+01°)
3.94493081797350e+05	(-9.94807187808831e+01dB,-9.24121746191995e+01°)
3.97236998174820e+05	(-9.93432615986482e+01dB,-9.24719710075967e+01°)
4.00000000000006e+05	(-9.92040249116292e+01dB,-9.25330614474084e+01°)
4.02782220022694e+05	(-9.90629510203693e+01dB,-9.25955066755462e+01°)
4.05583791916018e+05	(-9.89199795668499e+01dB,-9.26593711584748e+01°)
4.08404850282884e+05	(-9.87750473698202e+01dB,-9.27247233861147e+01°)
4.11245530662433e+05	(-9.86280882472185e+01dB,-9.27916361939174e+01°)
4.14105969536557e+05	(-9.84790328244568e+01dB,-9.28601871163853e+01°)
4.16986304336455e+05	(-9.83278083271855e+01dB,-9.29304587755456e+01°)
4.19886673449234e+05	(-9.81743383570039e+01dB,-9.30025393085999e+01°)
4.22807216224559e+05	(-9.80185426484655e+01dB,-9.30765228393794e+01°)
4.25748072981351e+05	(-9.78603368053963e+01dB,-9.31525099989086e+01°)
4.28709385014524e+05	(-9.76996320144545e+01dB,-9.32306085011566e+01°)
4.31691294601778e+05	(-9.75363347335351e+01dB,-9.33109337809806e+01°)
4.34693945010430e+05	(-9.73703463522696e+01dB,-9.33936097020706e+01°)
4.37717480504303e+05	(-9.72015628216838e+01dB,-9.34787693441983e+01°)
4.40762046350651e+05	(-9.70298742495129e+01dB,-9.35665558802191e+01°)
4.43827788827145e+05	(-9.68551644573534e+01dB,-9.36571235549112e+01°)
4.46914855228895e+05	(-9.66773104952748e+01dB,-9.37506387799402e+01°)
4.50023393875531e+05	(-9.64961821088623e+01dB,-9.38472813609381e+01°)
4.53153554118327e+05	(-9.63116411531147e+01dB,-9.39472458760800e+01°)
4.56305486347377e+05	(-9.61235409466393e+01dB,-9.40507432279729e+01°)
4.59479341998822e+05	(-9.59317255588378e+01dB,-9.41580023951355e+01°)
4.62675273562123e+05	(-9.57360290215753e+01dB,-9.42692724133900e+01°)
4.65893434587390e+05	(-9.55362744555673e+01dB,-9.43848246231163e+01°)
4.69133979692759e+05	(-9.53322731003465e+01dB,-9.45049552249198e+01°)
4.72397064571820e+05	(-9.51238232347366e+01dB,-9.46299881940637e+01°)
4.75682846001097e+05	(-9.49107089729065e+01dB,-9.47602786137628e+01°)
4.78991481847580e+05	(-9.46926989184602e+01dB,-9.48962164989536e+01°)
4.82323131076312e+05	(-9.44695446562361e+01dB,-9.50382311968413e+01°)
4.85677953758027e+05	(-9.42409790579949e+01dB,-9.51867964678641e+01°)
4.89056111076836e+05	(-9.40067143740312e+01dB,-9.53424363726926e+01°)
4.92457765337975e+05	(-9.37664400778232e+01dB,-9.55057321181865e+01°)
4.95883079975603e+05	(-9.35198204248188e+01dB,-9.56773300487533e+01°)
4.99332219560654e+05	(-9.32664916792915e+01dB,-9.58579510123753e+01°)
5.02805349808740e+05	(-9.30060589543962e+01dB,-9.60484013843708e+01°)
5.06302637588121e+05	(-9.27380925998328e+01dB,-9.62495860998237e+01°)
5.09824250927714e+05	(-9.24621240586025e+01dB,-9.64625241335065e+01°)
5.13370359025171e+05	(-9.21776410980604e+01dB,-9.66883669779085e+01°)
5.16941132255006e+05	(-9.18840823008842e+01dB,-9.69284208162222e+01°)
5.20536742176783e+05	(-9.15808306768929e+01dB,-9.71841732767775e+01°)
5.24157361543355e+05	(-9.12672062261658e+01dB,-9.74573259062607e+01°)
5.27803164309167e+05	(-9.09424572459592e+01dB,-9.77498338310190e+01°)
5.31474325638614e+05	(-9.06057501261140e+01dB,-9.80639545203879e+01°)
5.35171021914455e+05	(-9.02561573179544e+01dB,-9.84023081669004e+01°)
5.38893430746286e+05	(-8.98926430863548e+01dB,-9.87679530176133e+01°)
5.42641730979079e+05	(-8.95140465600771e+01dB,-9.91644801205005e+01°)
5.46416102701768e+05	(-8.91190614765001e+01dB,-9.95961335239949e+01°)
5.50216727255908e+05	(-8.87062118682918e+01dB,-1.00067964187069e+02°)
5.54043787244380e+05	(-8.82738227556866e+01dB,-1.00586029024937e+02°)
5.57897466540173e+05	(-8.78199846849672e+01dB,-1.01157651095511e+02°)
5.61777950295210e+05	(-8.73425106932909e+01dB,-1.01791763646420e+02°)
5.65685424949249e+05	(-8.68388839974595e+01dB,-1.02499370728296e+02°)
5.69620078238840e+05	(-8.63061944491949e+01dB,-1.03294172158609e+02°)
5.73582099206342e+05	(-8.57410616950045e+01dB,-1.04193423740051e+02°)
5.77571678209010e+05	(-8.51395433137993e+01dB,-1.05219139653372e+02°)
5.81589006928136e+05	(-8.44970276329715e+01dB,-1.06399800898020e+02°)
5.85634278378262e+05	(-8.38081149055697e+01dB,-1.07772824952463e+02°)
5.89707686916452e+05	(-8.30665003550774e+01dB,-1.09388199609052e+02°)
5.93809428251631e+05	(-8.22648957160556e+01dB,-1.11313923493696e+02°)
5.97939699453987e+05	(-8.13950794523295e+01dB,-1.13644277668088e+02°)
6.02098698964439e+05	(-8.04482895505114e+01dB,-1.16512525540791e+02°)
6.06286626604171e+05	(-7.94164583888177e+01dB,-1.20110341643905e+02°)
6.10503683584236e+05	(-7.82954393833228e+01dB,-1.24716470126709e+02°)
6.14750072515217e+05	(-7.70927696927584e+01dB,-1.30733869059908e+02°)
6.19025997416968e+05	(-7.58449370439848e+01dB,-1.38717214173661e+02°)
6.23331663728412e+05	(-7.46501835028799e+01dB,-1.49312580625275e+02°)
6.27667278317413e+05	(-7.37074338651669e+01dB,-1.62908646051712e+02°)
6.32033049490714e+05	(-7.32907458935994e+01dB,-1.78861239560458e+02°)
6.36429187003948e+05	(-7.35660105444487e+01dB,1.64917457424146e+02°)
6.40855902071711e+05	(-7.44201917881721e+01dB,1.50716036524015e+02°)
6.45313407377714e+05	(-7.55818917207871e+01dB,1.39495086057998e+02°)
6.49801917085002e+05	(-7.68295700447321e+01dB,1.31010584472831e+02°)
6.54321646846238e+05	(-7.80463545345483e+01dB,1.24627071957963e+02°)
6.58872813814072e+05	(-7.91859698650275e+01dB,1.19759651425112e+02°)
6.63455636651567e+05	(-8.02366241632490e+01dB,1.15974318632906e+02°)
6.68070335542709e+05	(-8.12008596703085e+01dB,1.12969225704331e+02°)
6.72717132202986e+05	(-8.20862832319204e+01dB,1.10536956425032e+02°)
6.77396249890036e+05	(-8.29016563151497e+01dB,1.08533750173362e+02°)
6.82107913414380e+05	(-8.36553661309702e+01dB,1.06858300611173e+02°)
6.86852349150217e+05	(-8.43549103837385e+01dB,1.05437842446369e+02°)
6.91629785046307e+05	(-8.50067985220630e+01dB,1.04219096442631e+02°)
6.96440450636914e+05	(-8.56166131517160e+01dB,1.03162329830845e+02°)
7.01284577052843e+05	(-8.61891230628362e+01dB,1.02237403044956e+02°)
7.06162397032539e+05	(-8.67284032929528e+01dB,1.01421093040134e+02°)
7.11074144933271e+05	(-8.72379453012145e+01dB,1.00695248549167e+02°)
7.16020056742393e+05	(-8.77207521398616e+01dB,1.00045496419911e+02°)
7.21000370088680e+05	(-8.81794183642420e+01dB,9.94603192393986e+01°)
7.26015324253744e+05	(-8.86161962293230e+01dB,9.89303873400137e+01°)
7.31065160183536e+05	(-8.90330502148162e+01dB,9.84480679280617e+01°)
7.36150120499916e+05	(-8.94317018775750e+01dB,9.80070594441018e+01°)
7.41270449512313e+05	(-8.98136667927017e+01dB,9.76021157528880e+01°)
7.46426393229462e+05	(-9.01802850623746e+01dB,9.72288356456220e+01°)
7.51618199371226e+05	(-9.05327466041358e+01dB,9.68835004335512e+01°)
7.56846117380493e+05	(-9.08721121990558e+01dB,9.65629473728846e+01°)
7.62110398435167e+05	(-9.11993310880592e+01dB,9.62644700838572e+01°)
7.67411295460229e+05	(-9.15152557492186e+01dB,9.59857395165900e+01°)
7.72749063139894e+05	(-9.18206543639357e+01dB,9.57247407086546e+01°)
7.78123957929846e+05	(-9.21162213806264e+01dB,9.54797217898194e+01°)
7.83536238069559e+05	(-9.24025865055150e+01dB,9.52491525662777e+01°)
7.88986163594705e+05	(-9.26803223873623e+01dB,9.50316906574975e+01°)
7.94473996349647e+05	(-9.29499512129273e+01dB,9.48261536326142e+01°)
8.00000000000018e+05	(-9.32119503900820e+01dB,9.46314959465932e+01°)
8.05564440045394e+05	(-9.34667574635210e+01dB,9.44467897416631e+01°)
8.11167583832042e+05	(-9.37147743823242e+01dB,9.42712087814562e+01°)
8.16809700565773e+05	(-9.39563712179124e+01dB,9.41040149389439e+01°)
8.22491061324872e+05	(-9.41918894141508e+01dB,9.39445467783833e+01°)
8.28211939073121e+05	(-9.44216446376807e+01dB,9.37922098630546e+01°)
8.33972608672916e+05	(-9.46459292854715e+01dB,9.36464684928541e+01°)
8.39773346898473e+05	(-9.48650146973867e+01dB,9.35068386321581e+01°)
8.45614432449124e+05	(-9.50791531140474e+01dB,9.33728818329517e+01°)
8.51496145962708e+05	(-9.52885794141101e+01dB,9.32441999941881e+01°)
8.57418770029055e+05	(-9.54935126598522e+01dB,9.31204308260612e+01°)
8.63382589203562e+05	(-9.56941574757159e+01dB,9.30012439116086e+01°)
8.69387890020867e+05	(-9.58907052808525e+01dB,9.28863372756725e+01°)
8.75434961008612e+05	(-9.60833353937103e+01dB,9.27754343869728e+01°)
8.81524092701309e+05	(-9.62722160241841e+01dB,9.26682815307449e+01°)
8.87655577654297e+05	(-9.64575051666848e+01dB,9.25646454998387e+01°)
8.93829710457797e+05	(-9.66393514057194e+01dB,9.24643115600441e+01°)
9.00046787751069e+05	(-9.68178946439969e+01dB,9.23670816525982e+01°)
9.06307108236661e+05	(-9.69932667617930e+01dB,9.22727728021411e+01°)
9.12610972694761e+05	(-9.71655922151725e+01dB,9.21812157033969e+01°)
9.18958683997650e+05	(-9.73349885797116e+01dB,9.20922534635149e+01°)
9.25350547124252e+05	(-9.75015670455589e+01dB,9.20057404806067e+01°)
9.31786869174787e+05	(-9.76654328689338e+01dB,9.19215414414088e+01°)
9.38267959385526e+05	(-9.78266857845559e+01dB,9.18395304237904e+01°)
9.44794129143647e+05	(-9.79854203830028e+01dB,9.17595900913415e+01°)
9.51365692002200e+05	(-9.81417264564668e+01dB,9.16816109693933e+01°)
9.57982963695167e+05	(-9.82956893160543e+01dB,9.16054907929053e+01°)
9.64646262152632e+05	(-9.84473900833581e+01dB,9.15311339181493e+01°)
9.71355907516062e+05	(-9.85969059587751e+01dB,9.14584507908970e+01°)
9.78112222153679e+05	(-9.87443104687346e+01dB,9.13873574650550e+01°)
9.84915530675958e+05	(-9.88896736938086e+01dB,9.13177751660840e+01°)
9.91766159951214e+05	(-9.90330624794304e+01dB,9.12496298945624e+01°)
9.98664439121315e+05	(-9.91745406307900e+01dB,9.11828520655562e+01°)
1.00561069961749e+06	(-9.93141690933093e+01dB,9.11173761801489e+01°)
1.01260527517625e+06	(-9.94520061199487e+01dB,9.10531405258041e+01°)
1.01964850185544e+06	(-9.95881074264858e+01dB,9.09900869025989e+01°)
1.02674071805035e+06	(-9.97225263357824e+01dB,9.09281603729395e+01°)
1.03388226451002e+06	(-9.98553139119556e+01dB,9.08673090322044e+01°)
1.04107348435357e+06	(-9.99865190853027e+01dB,9.08074837984812e+01°)
1.04831472308672e+06	(-1.00116188768717e+02dB,9.07486382195014e+01°)
1.05560632861834e+06	(-1.00244367966289e+02dB,9.06907282951640e+01°)
1.06294865127724e+06	(-1.00371099874700e+02dB,9.06337123141817e+01°)
1.07034204382892e+06	(-1.00496425977997e+02dB,9.05775507035995e+01°)
1.07778686149258e+06	(-1.00620386136232e+02dB,9.05222058899769e+01°)
1.08528346195817e+06	(-1.00743018668454e+02dB,9.04676421711938e+01°)
1.09283220540354e+06	(-1.00864360430476e+02dB,9.04138255980053e+01°)
1.10043345451182e+06	(-1.00984446887794e+02dB,9.03607238643768e+01°)
1.10808757448877e+06	(-1.01103312184036e+02dB,9.03083062059814e+01°)
1.11579493308035e+06	(-1.01220989205251e+02dB,9.02565433060506e+01°)
1.12355590059043e+06	(-1.01337509640338e+02dB,9.02054072080183e+01°)
1.13137084989851e+06	(-1.01452904037894e+02dB,9.01548712344150e+01°)
