X,CH1,Start,Increment,
Sequence,Volt,-1.148000e+01,2.000000e-02
0,2.40e-03,
1,-1.60e-03,
2,-8.00e-04,
3,2.80e-03,
4,3.20e-03,
5,-1.60e-03,
6,-1.60e-03,
7,3.20e-03,
8,3.20e-03,
9,-1.60e-03,
10,-8.00e-04,
11,3.20e-03,
12,-8.00e-04,
13,2.80e-03,
14,-8.00e-04,
15,2.80e-03,
16,-8.00e-04,
17,2.40e-03,
18,3.20e-03,
19,-1.60e-03,
20,3.20e-03,
21,-1.60e-03,
22,2.40e-03,
23,-8.00e-04,
24,2.40e-03,
25,-1.60e-03,
26,2.40e-03,
27,-1.60e-03,
28,-8.00e-04,
29,2.40e-03,
30,2.40e-03,
31,-8.00e-04,
32,4.00e-03,
33,-8.00e-04,
34,-8.00e-04,
35,2.40e-03,
36,2.80e-03,
37,-1.60e-03,
38,-1.60e-03,
39,3.20e-03,
40,3.20e-03,
41,-8.00e-04,
42,-8.00e-04,
43,2.80e-03,
44,2.40e-03,
45,-8.00e-04,
46,-2.40e-03,
47,2.40e-03,
48,-8.00e-04,
49,3.20e-03,
50,2.80e-03,
51,-1.60e-03,
52,2.40e-03,
53,-1.60e-03,
54,-1.60e-03,
55,3.60e-03,
56,-1.60e-03,
57,2.40e-03,
58,2.80e-03,
59,-8.00e-04,
60,2.40e-03,
61,-8.00e-04,
62,-1.60e-03,
63,2.80e-03,
64,-8.00e-04,
65,3.20e-03,
66,2.80e-03,
67,-1.60e-03,
68,3.20e-03,
69,-1.60e-03,
70,-1.60e-03,
71,3.20e-03,
72,3.20e-03,
73,-8.00e-04,
74,-1.60e-03,
75,3.20e-03,
76,-1.60e-03,
77,2.40e-03,
78,-8.00e-04,
79,2.40e-03,
80,2.40e-03,
81,-1.60e-03,
82,2.80e-03,
83,-1.60e-03,
84,3.20e-03,
85,-2.40e-03,
86,-1.60e-03,
87,3.20e-03,
88,2.80e-03,
89,-8.00e-04,
90,-8.00e-04,
91,2.40e-03,
92,-8.00e-04,
93,3.20e-03,
94,2.40e-03,
95,-8.00e-04,
96,-8.00e-04,
97,3.20e-03,
98,2.40e-03,
99,-1.60e-03,
100,3.20e-03,
101,-1.60e-03,
102,2.40e-03,
103,-1.60e-03,
104,2.40e-03,
105,-1.60e-03,
106,2.40e-03,
107,-1.60e-03,
108,2.80e-03,
109,-1.60e-03,
110,3.20e-03,
111,-1.60e-03,
112,3.20e-03,
113,-8.00e-04,
114,-8.00e-04,
115,3.20e-03,
116,2.40e-03,
117,-1.60e-03,
118,2.80e-03,
119,-1.60e-03,
120,3.20e-03,
121,-8.00e-04,
122,3.20e-03,
123,-1.60e-03,
124,3.20e-03,
125,-1.60e-03,
126,-1.60e-03,
127,2.40e-03,
128,2.40e-03,
129,-8.00e-04,
130,-8.00e-04,
131,2.40e-03,
132,-8.00e-04,
133,3.20e-03,
134,-8.00e-04,
135,2.40e-03,
136,-1.60e-03,
137,2.40e-03,
138,-1.60e-03,
139,2.40e-03,
140,2.40e-03,
141,-1.60e-03,
142,2.80e-03,
143,-1.60e-03,
144,-8.00e-04,
145,3.20e-03,
146,3.20e-03,
147,-8.00e-04,
148,-1.60e-03,
149,3.60e-03,
150,-1.60e-03,
151,3.20e-03,
152,2.80e-03,
153,-8.00e-04,
154,-1.60e-03,
155,2.40e-03,
